Category,ID,Post_num,Followers,Contents,Tags,Tags_sum,Tags_count,Tags_rate,Likes,Scaled_likes,Contents_len
떡볶이,yeomjeonghye,395.0,111.0,  떡볶이  오늘저녁  야끼만두  자몽에이드 오랜만에 계란까지 넣어서떡볶이 만들기 우리딸꺼는 따로  엄마가 보내준 자몽청으로 에이드만들어먹으니 궁합이 좋다   우리딸 숨도 안쉬고 드신다 ㅠㅠ,"#떡볶이, #오늘저녁, #야끼만두, #자몽에이드",4,1,25.0,16,0.0018792576932111,106
떡볶이,muk_yuding,821.0,2634.0, 랜떡   떡볶이   찰순대   오뎅   야채튀김   잔맥주본점 영주 랜떡 다녀온   matzip_spoiler_ 피드 보고 자극 받아서 퇴근후 바로 고꼬우    역시 믿고 보는 맛집피드  윤쌤   matzip_spoiler_        오늘따라 손님이 더 많다많아       배달도 계속 들어오고  바쁜 매장이라 말걸 타이밍 보다가       다먹고 나갈때쯤 용기내서 윤쌤 인스타 피드 보구 왔다고   4번째 방문이라고도 말씀드렸더니    담엔 미리 말해주면 서비스 주신다고       순대가 없어서 아쉬웠었는데 생겨서 너무 좋구   맥주한잔 생각났는데  잔맥주  판매도 하고  튀김류도  야채튀김  추가되서 행복하당   더 자주 애용할거같당       랜떡  lanrice_cake  송파랜떡  송리단길맛집  떡볶이맛집 ,"#떡볶이??, #찰순대??, #오뎅??, #야채튀김??, #잔맥주본점, #랜떡, #송파랜떡, #송리단길맛집, #떡볶이맛집.",9,0,0.0,22,0.0025839793281653,406
떡볶이,cook_woo_s2,26.0,122.0,제 주변인들은 다 아는저의  떡볶이 사랑     이주일동안 떡볶이만 먹은적도      남은 엽떡으로  엽기떡볶이 파스타를만들어 보았답니댜   ,"#떡볶이, #엽기떡볶이",2,1,50.0,35,0.0041108762038994,79
떡볶이,eating___jm,162.0,1422.0,국물떡볶이 작은딸 저녁   통통당면도 함께  작은딸  저녁  떡볶이  국물떡볶이  밀떡  말캉말캉  어묵  통통당면  달걀삶기귀찮아서  구운계란  호로록  맛나게무라  떡볶이그램  맛있다그램  맛스타그램  먹스타그램  먹팔환영   ,"#작은딸, #저녁, #떡볶이, #국물떡볶이, #밀떡, #말캉말캉, #어묵, #통통당면, #달걀삶기귀찮아서, #구운계란, #호로록, #맛나게무라, #떡볶이그램, #맛있다그램, #맛스타그램, #먹스타그램, #먹팔환영, #??",18,4,22.22,75,0.0088090204369274,129
떡볶이,jmi0918_1,384.0,115.0,로제떡볶이분모자추가신마녀중간맛소스핵꿀맛   신마녀떡볶이 떡볶이가 땡기는 날씨 떡볶이 맛집  막창떡볶이  소곱창떡볶이  돈까스치즈떡볶이  치킨치즈떡볶이  연수동맛집  옥련동맛집  신마녀떡볶이옥련점  청학동맛집  용현동맛집  신마녀막창떡볶이  신마녀소곱창떡볶이  신마녀돈까스치즈떡볶이  신마녀치킨치즈떡볶이  신마녀떡볶이인천  인천연수구맛집  인천송도역맛집  청학동맛집  인천맛집  송도맛집  송도역맛집  용현동맛집  송도유원지맛집  송도유원지맛집추천,"#신마녀떡볶이, #떡볶이가, #떡볶이, #막창떡볶이, #소곱창떡볶이, #돈까스치즈떡볶이, #치킨치즈떡볶이, #연수동맛집, #옥련동맛집, #신마녀떡볶이옥련점, #청학동맛집, #용현동맛집, #신마녀막창떡볶이, #신마녀소곱창떡볶이, #신마녀돈까스치즈떡볶이, #신마녀치킨치즈떡볶이, #신마녀떡볶이인천, #인천연수구맛집, #인천송도역맛집, #청학동맛집, #인천맛집, #송도맛집, #송도역맛집, #용현동맛집, #송도유원지맛집, #송도유원지맛집추천",26,1,3.85,12,0.0014094432699083,249
떡볶이,hay_ju_._._,54.0,118.0,집에서 포장마차 갬성 느끼기  내가만든  떡볶이  포차갬성  레트로  집에서놀기     사먹으면만원  해먹으면4만원     좋으니됐다     파워힐링중    ,"#내가만든, #떡볶이, #포차갬성, #레트로, #집에서놀기, #??, #사먹으면만원, #해먹으면4만원, #??, #좋으니됐다, #\U0001f979, #파워힐링중, #??",13,1,7.69,22,0.0025839793281653,88
떡볶이,shine_mignon,225.0,160.0,  방학메뉴가  고민입니다    떡볶이 로  결정했어요   내돈내산떡볶이는  내돈내산  풀무원과오늘  부녀회에서  산  떡국떡으로        겨울방학메뉴 겨울방학반찬메뉴 겨울방학메뉴추천  떡볶이 내돈내산 풀무원떡볶이 부녀회떡국 엄마표떡볶이,"#겨울방학메뉴, #겨울방학반찬메뉴, #겨울방학메뉴추천, #떡볶이, #내돈내산, #풀무원떡볶이, #부녀회떡국, #엄마표떡볶이",8,1,12.5,4,0.0004698144233027,134
떡볶이,0.0_aeng,166.0,543.0,안녕하세요 앵떡볶이입니다   오늘은 앵떡메뉴가 새롭게 바뀌어서 알려드립니다   기본떡볶이에 맵기가 더욱 다양해져서고객님들이 스타일에 따라  주문하시기에 편리해졌습니다 그리고 새로운 메뉴도 추가되었습니다  신메뉴도 너무 맛있으니 꼭 드셔보세요   앞으로도 앵떡 마니마니 사랑해주세요   떡볶이  맛집  대구맛집  대구북구맛집  경북대학교  경대  경대맛집  앵떡  앵떡볶이  국물떡볶이  초코떡볶이  로제떡볶이  바질떡볶이  대구배달맛집  경대배달맛집  먹스타그램  먹방  food  떡볶이그램,"#떡볶이, #맛집, #대구맛집, #대구북구맛집, #경북대학교, #경대, #경대맛집, #앵떡, #앵떡볶이, #국물떡볶이, #초코떡볶이, #로제떡볶이, #바질떡볶이, #대구배달맛집, #경대배달맛집, #먹스타그램, #먹방, #food, #떡볶이그램",19,7,36.84,29,0.0034061545689452,275
떡볶이,0.0_aeng,166.0,543.0,안녕하세요   앵떡볶이 입니다 언제나 간식타임은 항상 즐거운거같네요  커피는 먹어도 먹어도 질리지않아요   카페인 보충하고 오늘도 열일하로 갑니다   Ps 언제나 앵떡은 열려있는거 알고 계시죠  언제든 다양한 몌뉴로 기다리고있으니 편하게 오시면 됩니다   그럼 또 만나요      떡볶이  맛집  대구맛집  대구북구맛집  경북대학교  경대  경대맛집  앵떡  앵떡볶이  국물떡볶이  초코떡볶이  로제떡볶이  바질떡볶이  대구배달맛집  경대배달맛집  먹스타그램  먹방  food  떡볶이그램,"#떡볶이, #맛집, #대구맛집, #대구북구맛집, #경북대학교, #경대, #경대맛집, #앵떡, #앵떡볶이, #국물떡볶이, #초코떡볶이, #로제떡볶이, #바질떡볶이, #대구배달맛집, #경대배달맛집, #먹스타그램, #먹방, #food, #떡볶이그램",19,7,36.84,31,0.0036410617805966,273
떡볶이,aromaofsm,2507.0,11000.0,오늘 저녁메뉴은 사랑이가 먹고 싶다고 한 떡볶이  간도 못 봤는데 맛있다고 해줘서 고마워 오늘저녁은분식  저녁메뉴  떡볶이  두부텐더  군만두  새우김부각  온더테이블  요리  요리스타그램  홈쿡  홈쿡스타그램  집밥  집밥스타그램  워킹맘  육아맘  대전맘,"#오늘저녁은분식, #저녁메뉴, #떡볶이, #두부텐더, #군만두, #새우김부각, #온더테이블, #요리, #요리스타그램, #홈쿡, #홈쿡스타그램, #집밥, #집밥스타그램, #워킹맘, #육아맘, #대전맘",16,2,12.5,85,0.0099835564951844,144
떡볶이,cherryang.e83,1080.0,1074.0, 소소한행복  체리맘떡볶이 좋아하는 남자와저녁 때우기ㅋ,"#소소한행복, #체리맘떡볶이",2,0,0.0,35,0.0041108762038994,30
떡볶이,narutteokbokki,230.0,1550.0,곤조 세우다가 굶어 dg겠어서  나루떡볶이  떡볶이  분식  어묵  오뎅  새우김말이  군당면  깬계란  팥빙수  단팥빙수  아이스크림  잣아이스크림  광장동맛집  맛집  먹스타그램  광나루역맛집  광나루맛집  아차산맛집  장신대  장신대맛집  instafood,"#나루떡볶이, #떡볶이, #분식, #어묵, #오뎅, #새우김말이, #군당면, #깬계란, #팥빙수, #단팥빙수, #아이스크림, #잣아이스크림, #광장동맛집, #맛집, #먹스타그램, #광나루역맛집, #광나루맛집, #아차산맛집, #장신대, #장신대맛집, #instafood",21,4,19.05,108,0.0126849894291754,146
떡볶이,narutteokbokki,230.0,1550.0,어제 포차 이모님한테 한 수 배우고 옴 난 메뉴 7개 컵떡볶이 포함    만 해도 죽겠는데 심지어 저 메뉴판에 없는 메뉴도 많다고 함 장사도 재능이다 휴 나루떡볶이  떡볶이  장사의신  장사의길,"#나루떡볶이, #떡볶이, #장사의신, #장사의길",4,1,25.0,142,0.0166784120272492,108
떡볶이,ok2_love,1182.0,427.0, 뭐 먹을까  하고돌아보다가눈에띈즉석떡볶이 진짜 즉떡은 오랜만이데너무 맛있는걸 막둥이도 맛있다며담에 또 먹자고오늘은 배불러 못먹었지만담엔 밥도 볶아먹자 ㆍㆍㆍ 광화문  광화문떡볶이  즉석떡볶이  허니떡볶이  허니즉석떡볶이  떡볶이  떡볶이맛집  꼬마김밥  떡볶이사랑해,"#광화문, #광화문떡볶이, #즉석떡볶이, #허니떡볶이, #허니즉석떡볶이, #떡볶이, #떡볶이맛집, #꼬마김밥, #떡볶이사랑해",9,2,22.22,17,0.0019967112990368,149
떡볶이,benzgirl88,3110.0,1761.0,직접 끓여먹는 찐맛집  마리오떡볶이 1인세트가 있으니  혼밥 하기 딱이다 아무튼 잘먹구 갑니다      분당  서현동  맛집  food  dinner  떡볶이  먹부림  먹스타그램  jmt,"#마리오떡볶이, #혼밥, #분당, #서현동, #맛집, #food, #dinner, #떡볶이, #먹부림, #먹스타그램, #jmt",11,4,36.36,14,0.0016443504815597,105
떡볶이,bannewnew_cook,26.0,26.0, 오늘  밥상이베리코베요타 꽃삼겹 구워먹으려고 했는데외출 했다가 응급실떡볶이를 사왔다   겸상이 되버림  역시 나가면 돈이구낭ㅜㅜㅋㅋ 비비안님 공구로 구매한첫 이베리코베요타 쫀득쫀득한 식감 넘 좋네건강해지는 느낌 ㅎㅎ떡볶이 추가로 오늘은 밥 생략 떡볶이랑 튀김은 저만큼만 먹어야지 해놓고뉴뉴아빠랑 뉴아니랑 더 먹어버렸네 ?  식단  집밥  고기는진리  떡볶이 도 진리 ,"#밥상이베리코베요타, #식단, #집밥, #고기는진리, #떡볶이",5,2,40.0,12,0.0014094432699083,206
떡볶이,yam_yam1011,4.0,31.0,떡튀순오김,,0,0,0.0,5,0.0005872680291284,5
떡볶이,kyungmin982,1187.0,213.0,스노우피크 SP 테이블 웨어 접시 플레이트 L TW 034  캠핑을 처음 할 때는 그리 앉아있는걸 선호하지 않았는데 경력이 쌓일수록앉아있는 시간이 길어집니다  릴렉스 체어가 최고인 줄 알았다가수납 좋은 경량 체어가 최고인 것 같다가 허리 세워주고 우드 감성 가진커밋 체어가 최고라고 느껴지기도 하는데요  스노우피크 로우체어착석감 편한 캠핑의자를 이야기하자면 손에 꼽히는 제품 중 하나입니다  결론은 상황에따라 편한 의자가 따로 있다는 겁니다 체형에 따라 선호하는 스타일이다르기도 하고요       상품 문의나 구매는 프로필 하단의 링크를 클릭 해주세요      스노우피크 스노우피크시에라컵 시에라컵 스노우피크시에라 스노우피크티타늄 스노우피크스텐컵 티타늄컵 이 포스팅은 쿠팡 파트너스 활동의 일환으로  이에 따른 일정액의 수수료를 제공받습니다   패션 캠핑 데일리룩  떡볶이  푸드스타그램  푸드  자켓  가을코디  원피스  광양  등산스타그램  등산  하이킹  운동스타그램  운동복  운동하는여자  운동  분당맛집  운동하는남자  부산여행  루이비통폰케이스,"#스노우피크, #스노우피크시에라컵, #시에라컵, #스노우피크시에라, #스노우피크티타늄, #스노우피크스텐컵, #티타늄컵.이, #패션, #캠핑, #데일리룩, #떡볶이, #푸드스타그램, #푸드, #자켓, #가을코디, #원피스, #광양, #등산스타그램, #등산, #하이킹, #운동스타그램, #운동복, #운동하는여자, #운동, #분당맛집, #운동하는남자, #부산여행, #루이비통폰케이스",28,1,3.57,5,0.0005872680291284,535
떡볶이,hyerim.5162,826.0,61.0, 삼첩분식  마라로제떡볶이  맛있어 왜이렇게맛있는거야    대창토핑 은  언제나옳다 떡볶이 매운맛  분모자사리  또먹고싶은맛,"#삼첩분식, #마라로제떡볶이, #맛있어, #왜이렇게맛있는거야??, #대창토핑, #언제나옳다, #떡볶이, #매운맛, #분모자사리, #또먹고싶은맛",10,1,10.0,13,0.001526896875734,69
떡볶이,csqueensmam,22.0,17.0, 초등손님 우리  vip 초등당골손님께서  슬러시 와  떡볶이  순대  튀김 을 맛있게 드셨답니다     감사합니다  효성동맛집  효성동분식  북인천여중분식  분식맛집  퀸즈맘,"#초등손님, #vip, #슬러시, #떡볶이, #순대, #튀김, #감사합니다, #효성동맛집, #효성동분식, #북인천여중분식, #분식맛집, #퀸즈맘",12,3,25.0,8,0.0009396288466055,98
떡볶이,csqueensmam,22.0,17.0, 퀸즈맘당골인증샷 우리 이뿐 아가씨들께서  닭강정 과  떡볶이  순대  오뎅 에  퀸즈하이볼  을 맛있게 드셔주셨답니다     감사합니다  효성동맛집  효성동분식  북인천여중분식  퀸즈맘  분식맛집  하이볼맛집,"#퀸즈맘당골인증샷, #닭강정, #떡볶이, #순대, #오뎅, #퀸즈하이볼, #감사합니다, #효성동맛집, #효성동분식, #북인천여중분식, #퀸즈맘, #분식맛집, #하이볼맛집",13,2,15.38,5,0.0005872680291284,117
떡볶이,nugi.meal,13.0,2.0,수영 갔다오면 너무 피곤하고 너무 떡볶이도 먹고 싶어    누기밀  떡볶이,"#누기밀, #떡볶이",2,1,50.0,3,0.000352360817477,41
떡볶이,chorong04,349.0,869.0,애둘 데리고 있다가 한명만 있으면진짜 살 것 같은거  저만 그런거 아니죠 ㅎㅎ일주일에 1번 엄마가 둘째 하원해주시는  수요일너무  꿀같은시간 이예요   첫 째랑은 이제 둘이 오붓하게 떡볶이  데이트 가능   언제이렇게컸니 둘째야미안해 다음엔 우리둘이데이트하자   올해 7살되는 첫째가 자꾸 귀걸이를 사달라고 조르는데 뚫는건 무섭고 귀찌는 아프고ㅠㅠ 보석스티커를 붙여줬더니 좋아하네요  아이들 귀 언제 뚫어주셨어요          ,"#수요일너무, #꿀같은시간, #\U0001fa77첫, #떡볶이, #데이트, #언제이렇게컸니, #둘째야미안해",7,1,14.29,46,0.0054028658679821,240
떡볶이,sharons__daily,1671.0,1007.0,겨울비 라운딩   오전 11시부터 비 그친다고 했는뎅    12시부터는 백프로 그친다고 했는뎅  12시반에도 그칠줄 모르는 비   머 영상 18도에 비니까걍 우비입고 치기로 ㅋㅋ비 내리니까 거리 계속 짧고 그린 느리고 전반전 올  2에 파한개후반전 올 1   퍼터가 다 딱 한뼘 짧다 오마이갓 딱 한뼘이 짤 ㅂ ㅇ ㅏ      ㅜㅜ그제까지 9 5였던 그린 속도가 오늘은 8이래 여성 탈의실 의자에 본인 짐 쏴악 풀어 놓고 샤워하는시는 중국 회원분    ㅋㅋㅋㅋ无어이 그리고 지하 일층 골프백 픽업하는 곳 원래 회원은 골프백 3일은 무료보관4일째부터 하루 10원씩 받았었는데    이제 무료 보관이 없어짐 아놔 바로 다음날 라운딩하면 보관료 무료인데    난 매일 치는 사람이 아니니 매일 픽업해야함 켁 끝나고 땅콩새싹을 넣은 떡볶이 내가 좋아하는 스페인 샴페인 오늘도 자알 지냈당  비  겨울비  비속라운딩  안맞아  우중골프  골프비옷  줌마일상  떡볶이  스페인샴페인  7도  치즈떡  땅콩새싹  즐거운하루  오운완,"#비, #겨울비, #비속라운딩, #안맞아, #우중골프, #골프비옷, #줌마일상, #떡볶이, #스페인샴페인, #7도, #치즈떡, #땅콩새싹, #즐거운하루, #오운완",14,1,7.14,24,0.0028188865398167,514
떡볶이,kwangshin_jemyunso,12.0,52.0,안녕하세요 광신제면소 입니다 저희 광신제면소에 방문해 주셔서 감사합니다 아직 음식 만드는 속도가 느리지만 기다려주시고  맛있게 드셔주셔서 항상 즐겁고 보람 찹니다  인천맛집 중구맛집 쫄면맛집 냉면맛집 떡볶이맛집 광신제면소 광신제면 쫄면 냉면 수제돈가스 물쫄면 만두 떡볶이 인천 차이나타운 신포동 개항로,"#인천맛집, #중구맛집, #쫄면맛집, #냉면맛집, #떡볶이맛집, #광신제면소, #광신제면, #쫄면, #냉면, #수제돈가스, #물쫄면, #만두, #떡볶이, #인천, #차이나타운, #신포동, #개항로",17,2,11.76,14,0.0016443504815597,168
떡볶이,urijary,65.0,28.0,2023 01 11 방학10일째  방학식단 아침밥 은  홈메이드  샌드위치 점심밥 은  카레덮밥 저녁밥 은  떡볶이  주먹밥  김치전오늘은 전부 간단하네 그리고 우리집 빨간  동백꽃이 피었음  예쁘네   하얀동백꽃 도 얼른 피었으면 좋겠네 후리지아  로얄코펜하겐시그니처  프랑프랑 미키마우스나눔접시  체리  한라봉  맛있어,"#방학10일째, #방학식단, #아침밥, #홈메이드, #샌드위치, #점심밥, #카레덮밥, #저녁밥, #떡볶이, #주먹밥, #김치전오늘은, #동백꽃이, #하얀동백꽃, #후리지아, #로얄코펜하겐시그니처, #프랑프랑, #미키마우스나눔접시, #체리, #한라봉, #맛있어",20,1,5.0,13,0.001526896875734,180
떡볶이,tteok_bbo_ki,976.0,2140.0,  짬뽕떡볶이와 불닭발  급소주   땡기시쥬  전 소주 안마신지 오래입니다  잠잘 시간도 부족해서요  어제 하루 잘 쉬고 오늘 체력 full입니다  다 덤벼주세요   떡볶이그램  짜장떡볶이  광주  떡볶이  광주떡볶이맛집  광주떡볶이  캠핑그램  쌍촌동  크림떡볶이  상지  상무지구  떡볶이밀키트  국물떡볶이  요리그램  짬뽕떡볶이  로제떡볶이  쌍촌동맛집  두암동맛집  foodie  따봉떡볶이  밀키트  매운떡볶이  두암동  일상 데일리 소통  좋아요 좋반 반사 like,"#떡볶이그램, #짜장떡볶이, #광주, #떡볶이, #광주떡볶이맛집, #광주떡볶이, #캠핑그램, #쌍촌동, #크림떡볶이, #상지, #상무지구, #떡볶이밀키트, #국물떡볶이, #요리그램, #짬뽕떡볶이, #로제떡볶이, #쌍촌동맛집, #두암동맛집, #foodie, #따봉떡볶이, #밀키트, #매운떡볶이, #두암동, #일상, #데일리, #소통, #좋아요, #좋반, #반사, #like",30,6,20.0,30,0.0035236081747709,266
떡볶이,gubook.real.life,6771.0,2768.0,저녁은 간단하게 분식가즈아 함술가즈아  코믹  리얼먹방  분식  저녁  떡볶이  튀김  순대  튀김  함술  소주한잔  처음처럼새로  김밥  real  eattogether  soju  sundae  tteokbokki,"#코믹, #리얼먹방, #분식, #저녁, #떡볶이, #튀김, #순대, #튀김, #함술, #소주한잔, #처음처럼새로, #김밥, #real, #eattogether, #soju, #sundae, #tteokbokki",17,6,35.29,15,0.0017618040873854,122
떡볶이,hosoo__wi,202.0,106.0,Cheesy Ddeokbokki  치즈떡볶이   It s a common soul food for Korean school girls  It is normally made with rice cake and fish cake  And you can add other ingredients  What I like most is boiled eggs  Egg yolk with this sauce is always so good   sauce  water  gochujang 1T  chili powder 3T  sugar 1T  corn syrup 2T  soy sauce 1T  curry powder 2T  pepper   ddeokbokki  koreanfood  cheese  떡볶이  치즈떡볶이  혼밥  집밥  분식,"#ddeokbokki, #koreanfood, #cheese, #떡볶이, #치즈떡볶이, #혼밥, #집밥, #분식",8,4,50.0,30,0.0035236081747709,403
떡볶이,eat_ssuni,105.0,954.0, 수빈이떡볶이   in 광안    순대랑 떡볶이만 먹으면 독는 떡순이 맛집  최애 하는곳   진짜 여기 순대는   특히 내장은 미쳤어요   촉촉쫀쫀꼬들꼬실야들 다해요 다   떡볶이도 주문 즉시 양념을 묻혀서 조리해주시는데 맛나요        부산 수영구 광서로 22 1층  매일 16 00   23 30  월요일 정기휴무     정기휴무 외에도 자주 쉬니까    꼭 전화해서 확인해보기   배달의민족 포장 배달 다 가능   전화 주문 가능  주차장 X  주문한 메뉴    순대 내장 많이 1인분  떡볶이 1인분   잇쑤니_부산  잇쑤니_떡볶이  분식  떡볶이  순대 부산맛집  수영맛집  맛집  먹팔  좋아요 잇쑤니  먹팔  먹팔해요  먹스타그램  먹팔맞팔  먹스타맞팔  먹팔환영  선팔하면맞팔  좋반  좋반테러  맛집스타그램  좋아요  좋아요테러  좋아요그램  온더테이블  인스타푸드  일상  소통  food  yummy  like4likes,"#수빈이떡볶이, #잇쑤니_부산, #잇쑤니_떡볶이, #분식, #떡볶이, #순대, #부산맛집, #수영맛집, #맛집, #먹팔, #좋아요, #잇쑤니, #먹팔, #먹팔해요, #먹스타그램, #먹팔맞팔, #먹스타맞팔, #먹팔환영, #선팔하면맞팔, #좋반, #좋반테러, #맛집스타그램, #좋아요, #좋아요테러, #좋아요그램, #온더테이블, #인스타푸드, #일상, #소통, #food, #yummy, #like4likes",32,12,37.5,71,0.0083392060136246,472
떡볶이,matzip_gallery,58.0,33000.0,치즈닭갈비떡볶이계 레 전 두   33치즈닭갈비떡볶이 등장   ?      ?        떡볶이  닭갈비떡볶이  떡볶이맛집  떡볶이추천  국물떡볶이  치즈떡볶이  떡볶이맛집추천,"#33치즈닭갈비떡볶이, #떡볶이, #닭갈비떡볶이, #떡볶이맛집, #떡볶이추천, #국물떡볶이, #치즈떡볶이, #떡볶이맛집추천",8,2,25.0,155,0.0182053089029833,98
떡볶이,hyun78,900.0,54.0, 태종대 오뎅 떡볶이,"#태종대, #오뎅, #떡볶이",3,1,33.33,12,0.0014094432699083,11
떡볶이,roduedjr76,120.0,35.0,까마귀룩 ,,0,0,0.0,2,0.0002349072116513,5
떡볶이,hyeran7512__,9336.0,2329.0,밥나오기전에 분식타임 분식타임  떡볶이  순대  경기광주이마트1층  분식코너,"#분식타임, #떡볶이, #순대, #경기광주이마트1층, #분식코너",5,2,40.0,16,0.0018792576932111,42
떡볶이,hyeran7512__,9336.0,2329.0,남편 점심도 안먹이고 여기저기 델꼬다니니   배고프다해서 우선 분식으로 때우고  푸드코드에서 밥 나오길 기다리는중 분식타임  떡볶이  순대  경기광주이마트1층  분식코너,"#분식타임, #떡볶이, #순대, #경기광주이마트1층, #분식코너",5,2,40.0,14,0.0016443504815597,94
떡볶이,guljak.gocheok,162.0,242.0,  이게무슨일이야     걸작떡볶이  고척점  치킨  걸작품  떡볶이 고척동에  떡볶이 치킨  찐 맛집이 떴다      입에서 사르르 녹아 내리는 떡볶이 와바삭바삭 크리스피한 치킨 의 만남   그동안 당신이 먹은 떡볶이와 치킨은 잊어라  걸작떡볶이 고척점에서  떡치 의 신세계 를 만나보세요     걸작떡볶이 TOP 6 인기메뉴   1  국물 떡닭세트  2  로제 떡닭세트  3  숯불킹 떡닭세트  4  미트킹치볼래 떡닭세트  5  가래떡 로제가래떡닭 세트  NEW 로제닭볶이      NEW 쏘이킹치킨      NEW 치즐킹치킨      NEW 햄마요컵밥 양념순대 어묵튀김 대왕김말이       3 4인이 즐기기 좋은 메뉴구성입니다    포장 및 배달 환영  홀 이용 가능  프로필 이용시간 참조   2천원 할인   구로구맛집  고척동맛집  고척돔맛집  동양미래대학교 그동안의떡볶이는 잊어라  그동안의치킨도잊어라 떡치의신세계  걸작떡볶이  고척점  달달매콤 치킨먹고닥살돋자  걸작떡볶이치킨  고척돔 맛스타그램  먹스타그램  일상스타그램 선팔  맞팔  데일리  일상  소통  맛집  셀스타그램  구로  아지트  선팔하면맞팔,"#걸작떡볶이, #고척점, #치킨, #걸작품, #떡볶이, #구로구맛집, #고척동맛집, #고척돔맛집, #동양미래대학교, #그동안의떡볶이는, #그동안의치킨도잊어라, #떡치의신세계, #걸작떡볶이, #고척점, #달달매콤, #치킨먹고닥살돋자, #걸작떡볶이치킨, #고척돔, #맛스타그램, #먹스타그램, #일상스타그램, #선팔, #맞팔, #데일리, #일상, #소통, #맛집, #셀스타그램, #구로, #아지트, #선팔하면맞팔",31,7,22.58,12,0.0014094432699083,572
떡볶이,guljak.gocheok,162.0,242.0,갓성비 고척점 떡볶이치킨 오늘하루 일하시느라 배고프죠  오늘은 걸작이 땡기는날           인스타 보시고 시키시면 꼬마분모자 기본서비스까지 ㅎㄷㄷㄷㄷㄷㄷㄷ 걸작떡볶이  고척점  치킨  걸작품  떡볶이고척동에  떡볶이 치킨  찐 맛집이 떴다     입에서 사르르 녹아 내리는 떡볶이 와바삭바삭 크리스피한 치킨 의 만남  그동안 당신이 먹은 떡볶이와 치킨은 잊어라  걸작떡볶이 고척점에서  떡치 의 신세계 를 만나보세요    걸작떡볶이 TOP 6 인기메뉴    1  국물 떡닭세트  2  로제 떡닭세트  3  숯불킹 떡닭세트  4  미트킹치볼래 떡닭세트  5  가래떡 로제가래떡닭 세트  NEW 로제닭볶이       NEW 쏘이킹치킨       NEW 치즐킹치킨       NEW 햄마요컵밥 양념순대 어묵튀김 대왕김말이        3 4인이 즐기기 좋은 메뉴구성입니다   포장 및 배달 환영  홀 이용 가능  프로필 이용시간 참조   2천원 할인  구로구맛집  고척동맛집  고척돔맛집  동양미래대학교 그동안의떡볶이는 잊어라  그동안의치킨도잊어라 떡치의신세계  걸작떡볶이  고척점  달달매콤 치킨먹고닥살돋자  걸작떡볶이치킨  고척돔 맛스타그램  먹스타그램  일상스타그램 선팔  맞팔  데일리  일상  소통  맛집 셀스타그램  구로  아지트  선팔하면맞팔,"#걸작떡볶이, #고척점, #치킨, #걸작품, #떡볶이고척동에, #구로구맛집, #고척동맛집, #고척돔맛집, #동양미래대학교, #그동안의떡볶이는, #그동안의치킨도잊어라, #떡치의신세계, #걸작떡볶이, #고척점, #달달매콤, #치킨먹고닥살돋자, #걸작떡볶이치킨, #고척돔, #맛스타그램, #먹스타그램, #일상스타그램, #선팔, #맞팔, #데일리, #일상, #소통, #맛집, #셀스타그램, #구로, #아지트, #선팔하면맞팔",31,6,19.35,9,0.0010570824524312,646
떡볶이,guljak.gocheok,162.0,242.0,갓성비 고척점떡볶이 치킨 음료수 김말이 만두 소스 이모든게 한꺼번에              걸작떡볶이  고척점  치킨  걸작품  떡볶이 고척동에  떡볶이 치킨  찐 맛집이 떴다      입에서 사르르 녹아 내리는 떡볶이 와바삭바삭 크리스피한 치킨 의 만남   그동안 당신이 먹은 떡볶이와 치킨은 잊어라  걸작떡볶이 고척점에서  떡치 의 신세계 를 만나보세요     걸작떡볶이 TOP 6 인기메뉴   1  국물 떡닭세트  2  로제 떡닭세트  3  숯불킹 떡닭세트  4  미트킹치볼래 떡닭세트  5  가래떡 로제가래떡닭 세트  NEW 로제닭볶이      NEW 쏘이킹치킨      NEW 치즐킹치킨      NEW 햄마요컵밥 양념순대 어묵튀김 대왕김말이       3 4인이 즐기기 좋은 메뉴구성입니다    포장 및 배달 환영  홀 이용 가능  프로필 이용시간 참조   2천원 할인   구로구맛집  고척동맛집  고척돔맛집  동양미래대학교 그동안의떡볶이는 잊어라  그동안의치킨도잊어라 떡치의신세계  걸작떡볶이  고척점  달달매콤 치킨먹고닥살돋자  걸작떡볶이치킨  고척돔 맛스타그램  먹스타그램  일상스타그램 선팔  맞팔  데일리  일상  소통  맛집  셀스타그램  구로  아지트  선팔하면맞팔,"#걸작떡볶이, #고척점, #치킨, #걸작품, #떡볶이, #구로구맛집, #고척동맛집, #고척돔맛집, #동양미래대학교, #그동안의떡볶이는, #그동안의치킨도잊어라, #떡치의신세계, #걸작떡볶이, #고척점, #달달매콤, #치킨먹고닥살돋자, #걸작떡볶이치킨, #고척돔, #맛스타그램, #먹스타그램, #일상스타그램, #선팔, #맞팔, #데일리, #일상, #소통, #맛집, #셀스타그램, #구로, #아지트, #선팔하면맞팔",31,7,22.58,12,0.0014094432699083,609
