Category,ID,Contents,Tags,Tags_sum,Tags_count,Tags_rate,Likes,Scaled_likes,Contents_len
피자,calorie_rich,2021 4 21 칼로리부자  고피자  피자,"#칼로리부자, #고피자, #피자",3,1,33.33,4,0.0023028209556706,24
피자,ryujihwa9, 너기 맞팔좋아요 구조도 메시지 같이먹자 맞팔은댓 음식이랑썸탐 맞팔가요 집에안갈라함 익선동비밀 죠스 에스컬레이터 여름마켓 눈호강하고 좋아요반사 맞팔 피자 소통해요 먹는순간은행복,"#너기, #맞팔좋아요, #구조도, #메시지, #같이먹자, #맞팔은댓, #음식이랑썸탐, #맞팔가요, #집에안갈라함, #익선동비밀, #죠스, #에스컬레이터, #여름마켓, #눈호강하고, #좋아요반사, #맞팔, #피자, #소통해요, #먹는순간은행복",19,5,26.32,4,0.0023028209556706,98
피자,csdenseo__1, 비대면  언택트  재택알바  주부알바  워킹맘  fc스마트시스템  온라인사업  집에서돈벌기  주부알바  홈워크  육아맘  창업아이템 계약 매매일지  직장인  전업투자  주린이  주식차트  주식스타그램  재테크  주식공부  제적자유  일상  소통  술스타그램  피자  먹스타그램  먹방 증권 사진스타그램 광고,"#비대면, #언택트, #재택알바, #주부알바, #워킹맘, #fc스마트시스템, #온라인사업, #집에서돈벌기, #주부알바, #홈워크, #육아맘, #창업아이템, #계약, #매매일지, #직장인, #전업투자, #주린이, #주식차트, #주식스타그램, #재테크, #주식공부, #제적자유, #일상, #소통, #술스타그램, #피자, #먹스타그램, #먹방, #증권, #사진스타그램, #광고",31,4,12.9,2,0.0011514104778353,172
피자,mr.pizza_bb, 화  목에는 40 할인 벗어날수 없는 미피할인천국 ت 쉬림프골드L   포테이토골드L  하프앤하프L 방문포장시 할인적용,,0,0,0.0,5,0.0028785261945883,66
피자,gwang_jun_962, 수유타투잘하는곳 데일리 금오동꽃집 첫줄반사 맞팔해요 아기옷스타그램 먹팔해요 서귀포딱새우회 맛있는음식 프로먹방꾼 서우봉 맞팔은댓글 맞팔좋아요 맛이가너무좋아요 존맛탱 가족여행 피자 침나올라그램 먹어보자,"#수유타투잘하는곳, #데일리, #금오동꽃집, #첫줄반사, #맞팔해요, #아기옷스타그램, #먹팔해요, #서귀포딱새우회, #맛있는음식, #프로먹방꾼, #서우봉, #맞팔은댓글, #맞팔좋아요, #맛이가너무좋아요, #존맛탱, #가족여행, #피자, #침나올라그램, #먹어보자",19,3,15.79,2,0.0011514104778353,111
피자,qseenso.921, 비대면  언택트  재택알바  주부알바  워킹맘  fc스마트시스템  온라인사업  집에서돈벌기  주부알바  홈워크  육아맘  창업아이템 계약 매매일지  직장인  전업투자  주린이  주식차트  주식스타그램  재테크  주식공부  제적자유  일상  소통  술스타그램  피자  먹스타그램  먹방 증권 사진스타그램 광고,"#비대면, #언택트, #재택알바, #주부알바, #워킹맘, #fc스마트시스템, #온라인사업, #집에서돈벌기, #주부알바, #홈워크, #육아맘, #창업아이템, #계약, #매매일지, #직장인, #전업투자, #주린이, #주식차트, #주식스타그램, #재테크, #주식공부, #제적자유, #일상, #소통, #술스타그램, #피자, #먹스타그램, #먹방, #증권, #사진스타그램, #광고",31,4,12.9,0,0.0,172
피자,qseenso_k23, 비대면  언택트  재택알바  주부알바  워킹맘  fc스마트시스템  온라인사업  집에서돈벌기  주부알바  홈워크  육아맘  창업아이템 계약 매매일지  직장인  전업투자  주린이  주식차트  주식스타그램  재테크  주식공부  제적자유  일상  소통  술스타그램  피자  먹스타그램  먹방 증권 사진스타그램 광고,"#비대면, #언택트, #재택알바, #주부알바, #워킹맘, #fc스마트시스템, #온라인사업, #집에서돈벌기, #주부알바, #홈워크, #육아맘, #창업아이템, #계약, #매매일지, #직장인, #전업투자, #주린이, #주식차트, #주식스타그램, #재테크, #주식공부, #제적자유, #일상, #소통, #술스타그램, #피자, #먹스타그램, #먹방, #증권, #사진스타그램, #광고",31,4,12.9,0,0.0,172
피자,enso232, 비대면  언택트  재택알바  주부알바  워킹맘  fc스마트시스템  온라인사업  집에서돈벌기  주부알바  홈워크  육아맘  창업아이템 계약 매매일지  직장인  전업투자  주린이  주식차트  주식스타그램  재테크  주식공부  제적자유  일상  소통  술스타그램  피자  먹스타그램  먹방 증권 사진스타그램 광고,"#비대면, #언택트, #재택알바, #주부알바, #워킹맘, #fc스마트시스템, #온라인사업, #집에서돈벌기, #주부알바, #홈워크, #육아맘, #창업아이템, #계약, #매매일지, #직장인, #전업투자, #주린이, #주식차트, #주식스타그램, #재테크, #주식공부, #제적자유, #일상, #소통, #술스타그램, #피자, #먹스타그램, #먹방, #증권, #사진스타그램, #광고",31,4,12.9,0,0.0,172
피자,csdenseo_u2, 비대면  언택트  재택알바  주부알바  워킹맘  fc스마트시스템  온라인사업  집에서돈벌기  주부알바  홈워크  육아맘  창업아이템 계약 매매일지  직장인  전업투자  주린이  주식차트  주식스타그램  재테크  주식공부  주식제적자유  일상  소통  술스타그램  피자  먹스타그램  먹방 증권 사진스타그램 광고,"#비대면, #언택트, #재택알바, #주부알바, #워킹맘, #fc스마트시스템, #온라인사업, #집에서돈벌기, #주부알바, #홈워크, #육아맘, #창업아이템, #계약, #매매일지, #직장인, #전업투자, #주린이, #주식차트, #주식스타그램, #재테크, #주식공부, #주식제적자유, #일상, #소통, #술스타그램, #피자, #먹스타그램, #먹방, #증권, #사진스타그램, #광고",31,4,12.9,0,0.0,174
피자,agnieszkacielencki, 너기 긍정적인생각 고마운사람 맞팔로우 좋반 특별한날특별한선물 이태원칵테일 맞팔가요 먹방찍고옴 음식그램 먹는게좋아 에스컬레이터 여름마켓 홍대편집샵 밥상일기 정신없다 피자 맛집스타그램 반사,"#너기, #긍정적인생각, #고마운사람, #맞팔로우, #좋반, #특별한날특별한선물, #이태원칵테일, #맞팔가요, #먹방찍고옴, #음식그램, #먹는게좋아, #에스컬레이터, #여름마켓, #홍대편집샵, #밥상일기, #정신없다, #피자, #맛집스타그램, #반사",19,4,21.05,4,0.0023028209556706,104
피자,jeongjieun7913, 수유타투잘하는곳 맛집 선팔은맞팔 소통좋아요 같이먹자 아기옷스타그램 음식이랑썸탐 맛이좋아요 2만원대 맞팔댓 인스타일상 에스컬레이터 안압지야경 가족들과함께 먹방시작 심심해 피자 침나올라그램 전시홀,"#수유타투잘하는곳, #맛집, #선팔은맞팔, #소통좋아요, #같이먹자, #아기옷스타그램, #음식이랑썸탐, #맛이좋아요, #2만원대, #맞팔댓, #인스타일상, #에스컬레이터, #안압지야경, #가족들과함께, #먹방시작, #심심해, #피자, #침나올라그램, #전시홀",19,6,31.58,1,0.0005757052389176,108
피자,gimggaebi3, 수유타투잘하는곳 팝핑댄스 가을계절 첫줄반사 좋반 맞팔은댓 소통합시다 댓글소통 소소한일상 휴식시간 죠스 하동재첩국수 선팔은곧맞팔 가족들과함께 일상소통 요리그램 피자 맛집스타그램 오늘먹방끝,"#수유타투잘하는곳, #팝핑댄스, #가을계절, #첫줄반사, #좋반, #맞팔은댓, #소통합시다, #댓글소통, #소소한일상, #휴식시간, #죠스, #하동재첩국수, #선팔은곧맞팔, #가족들과함께, #일상소통, #요리그램, #피자, #맛집스타그램, #오늘먹방끝",19,6,31.58,4,0.0023028209556706,104
피자,calorie_rich,2021 4 8 칼로리부자  피자헛 피자,"#칼로리부자, #피자헛, #피자",3,1,33.33,3,0.001727115716753,22
피자,hancungyo8, 오늘뭐먹지 수유설빙 소통스타그램 너무맛있어 같이먹자 웨딩부케 전용잔 맛이좋아요 맞팔은댓 맞팔댓 서우봉 신월동네일 instafood 가족들과함께 일상소통 가족여행 피자 소통해요 미용,"#오늘뭐먹지, #수유설빙, #소통스타그램, #너무맛있어, #같이먹자, #웨딩부케, #전용잔, #맛이좋아요, #맞팔은댓, #맞팔댓, #서우봉, #신월동네일, #instafood, #가족들과함께, #일상소통, #가족여행, #피자, #소통해요, #미용",19,5,26.32,0,0.0,101
피자,insso466, 일상 팝핑댄스 구조도 맞팔로우 한국인의밥상 먹는순간기절 음식이랑썸탐 광주근교나들이 2만원대 휴식시간 먹는게좋아 에스컬레이터 생신꽃배달 맛이가너무좋아요 3차주문 가족여행 피자 고냥이그램 먹어보자,"#일상, #팝핑댄스, #구조도, #맞팔로우, #한국인의밥상, #먹는순간기절, #음식이랑썸탐, #광주근교나들이, #2만원대, #휴식시간, #먹는게좋아, #에스컬레이터, #생신꽃배달, #맛이가너무좋아요, #3차주문, #가족여행, #피자, #고냥이그램, #먹어보자",19,3,15.79,1,0.0005757052389176,108
피자,jae__ri,우리가족특 항상 모이면 짠뚝먹움 중간에 중국인틱톡커있움     일상  일상스타그램  먹스타그램  셀스타그램  가족이랑  모이면  항상먹방  케이크  투썸케이크  투썸스트로베리초콜릿생크림케이크  피자알볼로  피자  맥주 대부도해물칼국수  희현온니  희찬이랑  셀카  찰칵   중간에  중국인  틱톡커  있음  ㅋㅋㅋ 메롱   귀야미  우리들,"#일상, #일상스타그램, #먹스타그램, #셀스타그램, #가족이랑, #모이면, #항상먹방, #케이크, #투썸케이크, #투썸스트로베리초콜릿생크림케이크, #피자알볼로, #피자, #맥주, #대부도해물칼국수, #희현온니, #희찬이랑, #셀카, #찰칵📸, #중간에, #중국인, #틱톡커, #있음, #ㅋㅋㅋ, #메롱👅, #귀야미, #우리들",26,4,15.38,28,0.0161197466896948,189
피자,seumulmas, 과슈 캐논800d 선팔은맞팔 일상스타그램 일상생활 웨딩부케 음식이랑썸탐 맞팔해요우리 2만원대 맞팔환영 맞팔선팔환영 일상기록 안압지야경 홍대편집샵 댓글소통 요리그램 피자 소통해요우리 맞팔소통,"#과슈, #캐논800d, #선팔은맞팔, #일상스타그램, #일상생활, #웨딩부케, #음식이랑썸탐, #맞팔해요우리, #2만원대, #맞팔환영, #맞팔선팔환영, #일상기록, #안압지야경, #홍대편집샵, #댓글소통, #요리그램, #피자, #소통해요우리, #맞팔소통",19,5,26.32,0,0.0,106
피자,miurawickwardla, 오늘뭐먹지 수유설빙 돼지 일상스타그램 어린이집졸업 먹팔맞팔 이태원칵테일 서귀포딱새우회 소통하자 강원도에어비앤비 두피문신 맞팔해여 맞팔좋아요 맛이가너무좋아요 먹방시작 골프공 피자 네일아트 선팔맞팔,"#오늘뭐먹지, #수유설빙, #돼지, #일상스타그램, #어린이집졸업, #먹팔맞팔, #이태원칵테일, #서귀포딱새우회, #소통하자, #강원도에어비앤비, #두피문신, #맞팔해여, #맞팔좋아요, #맛이가너무좋아요, #먹방시작, #골프공, #피자, #네일아트, #선팔맞팔",19,5,26.32,2,0.0011514104778353,109
피자,carmento_k,절친한 중학교 친구가피자집 오픈을 하였습니다 좀 지났지만  인천 서구에계시거나 근처에 사시는분들기가막히고 코가막히는 피자 맛보고싶으시분들은  검단엘로우피자방문해주세요 저에 소개로 왔다하시믄 피자한판  에들어 있는 콘을 더넣어주실거에요    서비스로 파스타 줄겁니다  피자 엘로우피자 엘로우피자검단점,"#검단엘로우피자방문해주세요!저에, #피자, #엘로우피자, #엘로우피자검단점",4,1,25.0,27,0.0155440414507772,166
피자,gurrerohauan, 3년만에 또 다른 만남  스프리츠가 있지만 브런치가 맞습니다 ㅋㅋㅋ 브런치타임 브런치 브레라 버티고개역 버티고개맛집 피자 빤나꼬따 스파게티 에스프레소 이탈리안레스토랑 스프리츠 일상기록 맛집스타그램 맛집 brera 이탈리안맛집 연말모임 pizza italianpizza 이탈리안피자 ,"#브런치타임, #브런치, #브레라, #버티고개역, #버티고개맛집, #피자, #빤나꼬따, #스파게티, #에스프레소, #이탈리안레스토랑, #스프리츠, #일상기록, #맛집스타그램, #맛집, #brera, #이탈리안맛집, #연말모임, #pizza, #italianpizza, #이탈리안피자",20,2,10.0,2,0.0011514104778353,158
피자,sum.__.nee,그냥 들어간 곳마다 맛집인거 넘 체고  ,,0,0,0.0,53,0.0305123776626367,22
피자,jjeongmama,맛도 있는데 눈도 즐겁네  도미노피자  도미노피자아트박스페어  주말  피자  그림스타그램  맛스타그램,"#도미노피자, #도미노피자아트박스페어, #주말, #피자, #그림스타그램, #맛스타그램",6,1,16.67,4,0.0023028209556706,56
피자,donnasutherland304k3h, 너기 인스타데일리 제작하기 메시지 한국인의밥상 일상사진 스파게티 댓글소통 입간판 휴식시간 인스타일상 일상기록 여름마켓 소통환영 존맛탱 애쉬브라운 피자 고냥이그램 소소한행복,"#너기, #인스타데일리, #제작하기, #메시지, #한국인의밥상, #일상사진, #스파게티, #댓글소통, #입간판, #휴식시간, #인스타일상, #일상기록, #여름마켓, #소통환영, #존맛탱, #애쉬브라운, #피자, #고냥이그램, #소소한행복",19,5,26.32,1,0.0005757052389176,96
피자,gurudattresmen, 오늘뭐먹지 선맞팔 가을계절 구구전복삼계탕 맞팔해요 특별한날특별한선물 이태원칵테일 댓글소통 소소한일상 대학로맛집추천 인스타일상 하동재첩국수 선팔은곧맞팔 홍대편집샵 일상소통 시래기 피자 옛것들 미용,"#오늘뭐먹지, #선맞팔, #가을계절, #구구전복삼계탕, #맞팔해요, #특별한날특별한선물, #이태원칵테일, #댓글소통, #소소한일상, #대학로맛집추천, #인스타일상, #하동재첩국수, #선팔은곧맞팔, #홍대편집샵, #일상소통, #시래기, #피자, #옛것들, #미용",19,4,21.05,1,0.0005757052389176,109
피자,sogyeomgyo, 선팔은맞팔 리북집 가을계절 아이교육은아이고고 어린이집졸업 일상생활 선팔후맞팔 댓글소통 2만원대 음식그램 맞팔선팔환영 음식 instafood 좋튀 먹방시작 네일샵 피자 소통그램 빵,"#선팔은맞팔, #리북집, #가을계절, #아이교육은아이고고, #어린이집졸업, #일상생활, #선팔후맞팔, #댓글소통, #2만원대, #음식그램, #맞팔선팔환영, #음식, #instafood, #좋튀, #먹방시작, #네일샵, #피자, #소통그램, #빵",19,8,42.11,2,0.0011514104778353,100
피자,jeju_kahlua, 구정연휴 기간  정상영업 합니다 제주깔루아  깔루아  산방산맛집  용머리해안  용머리해안맛집  사계해변  파스타  피자  한우스테이크  새우몽땅  리조또 명절 영업매장,"#구정연휴, #정상영업, #제주깔루아, #깔루아, #산방산맛집, #용머리해안, #용머리해안맛집, #사계해변, #파스타, #피자, #한우스테이크, #새우몽땅, #리조또, #명절",14,2,14.29,8,0.0046056419113413,94
피자,zoepaige266rjw, 선팔하면맞팔 데일리 데일리그램 메시지 맞팔해요 맞팔은댓 분관 서귀포딱새우회 맛있는음식 곱창국수 죠스 맞팔해여 생신꽃배달 가족들과함께 3차주문 골프공 피자 먹자그램 먹어보자,"#선팔하면맞팔, #데일리, #데일리그램, #메시지, #맞팔해요, #맞팔은댓, #분관, #서귀포딱새우회, #맛있는음식, #곱창국수, #죠스, #맞팔해여, #생신꽃배달, #가족들과함께, #3차주문, #골프공, #피자, #먹자그램, #먹어보자",19,2,10.53,0,0.0,96
피자,mollykerr98gcx, 선팔하면맞팔 맞팔100 여자가을룩 구구전복삼계탕 좋반 갈월이골목 스파게티 맛이좋아요 2만원대 곱창국수 먹는게좋아 음식 첫줄 소통환영 좋아요반사 심심해 피자 일상 반사,"#선팔하면맞팔, #맞팔100, #여자가을룩, #구구전복삼계탕, #좋반, #갈월이골목, #스파게티, #맛이좋아요, #2만원대, #곱창국수, #먹는게좋아, #음식, #첫줄, #소통환영, #좋아요반사, #심심해, #피자, #일상, #반사",19,4,21.05,4,0.0023028209556706,93
피자,pizzacompany_ulsan, 피자컴퍼니울산남구점 2023년 새해맞이 할인행사 새해맞이 할인행사를 준비했습니다평일 피자할인 9900 치즈피자 9 900페퍼로니 10 900하와이안 10 900베이컨체다 11 900고르곤졸라 11 900문의사항은 052 998 9983로 전화주세요맛있는 피자가 생각날 땐 피자컴퍼니를 찾아주세요  울산페달  배달의민족 https   baemin me i51zM34Cr 1인피자 출시  피자컴퍼니에서도 1인피자를 만나보세요    울산 울산피자 달동 울산맛집 달동맛집 삼산동 삼산맛집 신정동맛집 울산삼산맛집 피자 삼산 도미노피자 울산카페 울산남구맛집 울산중구맛집 피자헛 울산피자맛집 울산술집 점심 저녁 먹스타그램 울산야식 점심뭐먹지 저녁뭐먹지 울산핫플 파파존스 업스퀘어 태화강국가정원,"#피자컴퍼니울산남구점🔸2023년, #1인피자, #울산, #울산피자, #달동, #울산맛집, #달동맛집, #삼산동, #삼산맛집, #신정동맛집, #울산삼산맛집, #피자, #삼산, #도미노피자, #울산카페, #울산남구맛집, #울산중구맛집, #피자헛, #울산피자맛집, #울산술집, #점심, #저녁, #먹스타그램, #울산야식, #점심뭐먹지, #저녁뭐먹지, #울산핫플, #파파존스, #업스퀘어, #태화강국가정원",30,2,6.67,18,0.0103626943005181,381
피자,angelikakohlhund, 맛집 먹방 집밥 사진 셀카 카페 운동 다이어트 대구 서울 부산 여행 데이트 육아 좋아요 그림 꽃 먹스타그램 맛스타그램 food 홈쿡 요리 저녁 야식 피자 치킨 맞팔 일상 소통 2023,"#맛집, #먹방, #집밥, #사진, #셀카, #카페, #운동, #다이어트, #대구, #서울, #부산, #여행, #데이트, #육아, #좋아요, #그림, #꽃, #먹스타그램, #맛스타그램, #food, #홈쿡, #요리, #저녁, #야식, #피자, #치킨, #맞팔, #일상, #소통, #2023",30,5,16.67,7,0.0040299366724237,103
피자,wmcb725, 배달의민족 부산맛집T 좋아요 좋아요반사 팔로우 맞팔환영 먹스타그램  선팔하면맞팔 맛스타그램 여행스타그램 부산여행 배달맛집 피자 치킨 족발 오오티디 데일리 일상 배달맛집 명지맛집,"#배달의민족, #부산맛집T, #좋아요, #좋아요반사, #팔로우, #맞팔환영, #먹스타그램, #선팔하면맞팔, #맛스타그램, #여행스타그램, #부산여행, #배달맛집, #피자, #치킨, #족발, #오오티디, #데일리, #일상, #배달맛집, #명지맛집",20,4,20.0,1,0.0005757052389176,99
피자,ppprettty1004_,  잭슨피자 미쳐따 배달로 먹었는데 진쨔 맛있잖아  워낙 유명하고 이탈리아 피자랑 똑같다는 말이 있을 정도로 맛에 퀄리티가 있는 집  이탈리아 안가봄   하프하프  L  26800  파이브치즈일단 도우 자체가 겉바속쫀이라 너무 맛있고 토마토 소스 베이스에 내사랑 치즈가 5가지나 들어가서 풍미가 와라라       베이컨체다할라피뇨토마토 소스에 3가지 치즈가 들어가고  스리라차 소스랑 베이컨 할라피뇨 조합 말모말모  가게 가서 갓 구운 피자 먹으면 진쨔 행복하겠찌 조만간 또 피자무러 간드아   영업시간 11시 22시포장배달 가능ㅡㅡㅡㅡㅡ 피자맛집  피자  맛집  먹스타그램  데이트  데이트코스  맛집추천  맛집탐방  food  foodie  instafood  foodporn  foodlike  hotplace  cooking  dailylook  diet  f4f  follow4follow  followback  likeforfollow  선팔  맞팔  먹팔  선팔맞팔  소통,"#잭슨피자, #하프하프, #파이브치즈일단, #베이컨체다할라피뇨토마토, #피자맛집, #피자, #맛집, #먹스타그램, #데이트, #데이트코스, #맛집추천, #맛집탐방, #food, #foodie, #instafood, #foodporn, #foodlike, #hotplace, #cooking, #dailylook, #diet, #f4f, #follow4follow, #followback, #likeforfollow, #선팔, #맞팔, #먹팔, #선팔맞팔, #소통",30,5,16.67,4,0.0023028209556706,495
피자,hni_yori,다이어트 또띠아 피자  먹팔  먹팔해요  선팔후댓글  요리  요리스타그램  피자  홈메이드  다이어트피자  다이어트  식단  식단일기  다이어트식단  닭가슴살소세지  닭가슴살  토마토  토마토피자  홈쿡  먹방  먹방스타그램  혼밥  좋아요반사  좋반  소통해요  소통  자취요리  먹스타  먹스타맞팔  홈쿡스타그램,"#먹팔, #먹팔해요, #선팔후댓글, #요리, #요리스타그램, #피자, #홈메이드, #다이어트피자, #다이어트, #식단, #식단일기, #다이어트식단, #닭가슴살소세지, #닭가슴살, #토마토, #토마토피자, #홈쿡, #먹방, #먹방스타그램, #혼밥, #좋아요반사, #좋반, #소통해요, #소통, #자취요리, #먹스타, #먹스타맞팔, #홈쿡스타그램",28,4,14.29,64,0.0368451352907311,176
피자,no.more.drama_j, 오늘의먹부림 파워블로거님들 덕분에 맛있게 잘 얻어먹었습니다 연태하이볼 짱맛있네    화장잘먹었다고 뭐라도 해보라그래서 건대바닥을 홀로 30분간 거닐어보았으나 뭐가 1도없었다고한다  응 나 40살    정신채리자  ,#오늘의먹부림🥄파워블로거님들,1,0,0.0,38,0.0218767990788716,120
피자,giodeusakueelgp, 선팔하면맞팔 리북집 구조도 일상스타그램 맞팔그램 맞팔은댓 소통 맞팔가요 2만원대 프로먹방꾼 배고프당 신월동네일 첫줄 소통 일상소통 가족여행 피자 먹자그램 선팔맞팔,"#선팔하면맞팔, #리북집, #구조도, #일상스타그램, #맞팔그램, #맞팔은댓, #소통, #맞팔가요, #2만원대, #프로먹방꾼, #배고프당, #신월동네일, #첫줄, #소통, #일상소통, #가족여행, #피자, #먹자그램, #선팔맞팔",19,8,42.11,3,0.001727115716753,91
피자,hun891218,  타이핑알바 모집 pc나 폰으로 1 2시간 일10만원 보장  집에서 간단하게 할수있는 꿀알바  서류작성알바 타이핑업무  직장인OK   주부OK 대학생OK 재택OK 프로필 오픈톡 링크타고 문의주세요 MBTI  꿀팁  아빠찬스  신혼집  파스타다시  뮤직아트  동물원  동물원속미술관  미로찾기  수학  봄  사쿠라  개구리  할로윈  미니언즈  라인  수면  에버랜드  네일  피자 QV1Z2q,"#MBTI, #꿀팁, #아빠찬스, #신혼집, #파스타다시, #뮤직아트, #동물원, #동물원속미술관, #미로찾기, #수학, #봄, #사쿠라, #개구리, #할로윈, #미니언즈, #라인, #수면, #에버랜드, #네일, #피자",20,1,5.0,0,0.0,220
피자,abba_pasta,안녕하세요 아빠파스타입니다    지난 한 주동안 참 포근했는데 이번주는 많이 추워졌습니다     매장이 밖에서 키우던 식물들로 가득 찼네요   오늘도 문 활짝 열어두었습니다   많이 찾아와주세요  ,,0,0,0.0,4,0.0023028209556706,110
피자,jaea_jeju,제주도  제주해녀밥상   세라랑  sarah jeju맛있는 점심   세라투어  연동  삼계탕맛집 정한토속삼계탕 연동에 위치한 삼계탕전문점삼계탕과 녹두삼계탕 주문  맛깔스런 밑반찬은 뽀나스  얼리지 않은 생닭이라 부드럽고구수한 삼계탕  삼계탕은 원래 잘 안먹는데 가끔기운차리고 싶을때는 또 방문하고 싶은 집이다     삼계탕 13 000원  녹두삼계탕 14 000원  전복삼계탕 16 000원   정한토속삼계탕 제주시 신대로18길 16 삼다연동맨션 103호    제주시맛집 제주도민 제주해녀밥상 제주도 제주도여행 연동맛집 정한토속삼계탕 제주시맛집 아침식사 여행스타그램 먹스타그램 브런치 점심 맛스타그램 먹방스타그램 골프 골프스타그램 파스타 피자 국수 혼술 카페스타그램 디저트그램 일상 소주 와인 맥주 소통 맞팔,"#제주해녀밥상, #세라투어..연동, #정한토속삼계탕📍제주시, #제주시맛집, #제주도민, #제주해녀밥상, #제주도, #제주도여행, #연동맛집, #정한토속삼계탕, #제주시맛집, #아침식사, #여행스타그램, #먹스타그램, #브런치, #점심, #맛스타그램, #먹방스타그램, #골프, #골프스타그램, #파스타, #피자, #국수, #혼술, #카페스타그램, #디저트그램, #일상, #소주, #와인, #맥주, #소통, #맞팔",32,5,15.62,18,0.0103626943005181,396
피자,cassandracoleman974, 영양공급 리북집 돼지 소통좋아요 맞팔선팔 맞팔하면선팔 소통 맞팔가요 먹방찍고옴 맞팔댓 서우봉 난먹기만할거야 즐거운추억하나추가 맞팔하자 존맛탱 골프공 피자 네일아트 오늘먹방끝,"#영양공급, #리북집, #돼지, #소통좋아요, #맞팔선팔, #맞팔하면선팔, #소통, #맞팔가요, #먹방찍고옴, #맞팔댓, #서우봉, #난먹기만할거야, #즐거운추억하나추가, #맞팔하자, #존맛탱, #골프공, #피자, #네일아트, #오늘먹방끝",19,3,15.79,1,0.0005757052389176,97
피자,love15242001,언니도 없고 엄마 일하는곳 따라 와서지수이모 관심 독차지하고 텐트하나 독차지하고완전 정하의 날  둘째그램 고기 피자 먹방그램,"#둘째그램, #고기, #피자, #먹방그램",4,1,25.0,9,0.005181347150259,69
피자,cataeyeon14, 오늘뭐먹지 인스타데일리 데일리그램 일상스타그램 어린이집졸업 맞팔하면선팔 분관 맞팔가요 2만원대 휴식시간 죠스 맞팔해여 맞팔좋아요 맞팔환영해요 맞팔해용 네일샵 피자 소통그램 소소한행복,"#오늘뭐먹지, #인스타데일리, #데일리그램, #일상스타그램, #어린이집졸업, #맞팔하면선팔, #분관, #맞팔가요, #2만원대, #휴식시간, #죠스, #맞팔해여, #맞팔좋아요, #맞팔환영해요, #맞팔해용, #네일샵, #피자, #소통그램, #소소한행복",19,6,31.58,1,0.0005757052389176,102
피자,ronnies_garage_, NOTICE로니스개러지 설 연휴 영업안내 입니다 참고하여 방문해주세용 ,,0,0,0.0,19,0.0109383995394358,40
피자,meganlyons446, 오늘뭐먹지 긍정적인생각 제작하기 너무맛있어 맞팔그램 일상사진 스파게티 강릉여행중 2만원대 익선동비밀 배고프당 음식 여름마켓 맞팔하자 일상소통 심심해 피자 고냥이그램 선팔맞팔,"#오늘뭐먹지, #긍정적인생각, #제작하기, #너무맛있어, #맞팔그램, #일상사진, #스파게티, #강릉여행중, #2만원대, #익선동비밀, #배고프당, #음식, #여름마켓, #맞팔하자, #일상소통, #심심해, #피자, #고냥이그램, #선팔맞팔",19,3,15.79,0,0.0,97
피자,sohyeon7641, 일상스타그램 캐논800d 가을계절 일상스타그램 맞팔선팔 일상생활 먹팔해요 광주근교나들이 입간판 대학로맛집추천 먹는게좋아 음식 넘모맛있어 눈호강하고 3차주문 시래기 피자 네일아트 빵,"#일상스타그램, #캐논800d, #가을계절, #일상스타그램, #맞팔선팔, #일상생활, #먹팔해요, #광주근교나들이, #입간판, #대학로맛집추천, #먹는게좋아, #음식, #넘모맛있어, #눈호강하고, #3차주문, #시래기, #피자, #네일아트, #빵",19,6,31.58,4,0.0023028209556706,101
피자,taedy_house,난피자가젤쪼아 ,,0,0,0.0,132,0.0759930915371329,8
피자,megangray250dfg, 선팔하면맞팔 수유설빙 가을계절 캐디 맞팔선팔 맞팔은댓 먹팔해요 댓글소통 소소한일상 맞팔댓 문어낚시 하동재첩국수 넘모맛있어 소통환영 밥상일기 정신없다 피자 소통그램 오늘먹방끝,"#선팔하면맞팔, #수유설빙, #가을계절, #캐디, #맞팔선팔, #맞팔은댓, #먹팔해요, #댓글소통, #소소한일상, #맞팔댓, #문어낚시, #하동재첩국수, #넘모맛있어, #소통환영, #밥상일기, #정신없다, #피자, #소통그램, #오늘먹방끝",19,5,26.32,7,0.0040299366724237,97
피자,fionalopez555eea, 퇴사하고싶다 선맞팔 가을계절 맞팔로우 맞팔그램 맞팔하면선팔 분관 댓글소통 맞팔은댓 대학로맛집추천 서우봉 부천맛집추천 첫줄 맞팔하자 일상소통 시래기 피자 네일아트 반사,"#퇴사하고싶다, #선맞팔, #가을계절, #맞팔로우, #맞팔그램, #맞팔하면선팔, #분관, #댓글소통, #맞팔은댓, #대학로맛집추천, #서우봉, #부천맛집추천, #첫줄, #맞팔하자, #일상소통, #시래기, #피자, #네일아트, #반사",19,5,26.32,2,0.0011514104778353,93
피자,bunnykapor, 대교 인스타데일리 가을계절 캐디 한국인의밥상 먹는순간기절 전용잔 감칠맛가성비 맛있는음식 음식그램 인스타일상 일상기록 instafood 홍대편집샵 존맛탱 요리그램 피자 소통해요 전시홀,"#대교, #인스타데일리, #가을계절, #캐디, #한국인의밥상, #먹는순간기절, #전용잔, #감칠맛가성비, #맛있는음식, #음식그램, #인스타일상, #일상기록, #instafood, #홍대편집샵, #존맛탱, #요리그램, #피자, #소통해요, #전시홀",19,4,21.05,0,0.0,102
